userIdInt,recommendations
82,"[{'145022': 3.55}, {'31107': 3.5}, {'84230': 3.46}, {'185951': 3.39}, {'48167': 3.36}, {'92498': 3.21}, {'154941': 3.21}, {'26059': 3.19}, {'192579': 3.17}, {'135979': 3.14}, {'6342': 3.12}, {'7890': 3.1}, {'130347': 3.07}, {'560': 3.04}, {'54229': 3.02}]"
83,"[{'40752': 5.03}, {'43289': 4.55}, {'110380': 4.29}, {'69075': 4.16}, {'58870': 4.09}, {'89584': 4.04}, {'1796': 3.97}, {'86057': 3.96}, {'5939': 3.84}, {'68482': 3.81}, {'189325': 3.78}, {'107368': 3.76}, {'89045': 3.67}, {'6969': 3.66}, {'160988': 3.64}]"
84,"[{'145022': 3.3}, {'26761': 3.17}, {'189325': 3.12}, {'145028': 2.86}, {'26593': 2.63}, {'42783': 2.63}, {'165969': 2.6}, {'70978': 2.6}, {'7341': 2.57}, {'175165': 2.53}, {'156783': 2.52}, {'57706': 2.5}, {'140349': 2.49}, {'97828': 2.48}, {'4538': 2.48}]"
85,"[{'6511': 5.0}, {'136445': 5.0}, {'108518': 5.0}, {'5700': 5.0}, {'3335': 5.0}, {'143239': 5.0}, {'32851': 5.0}, {'7343': 5.0}, {'51167': 5.0}, {'97779': 5.0}, {'104141': 5.0}, {'1026': 5.0}, {'120813': 5.0}, {'78162': 5.0}, {'7697': 5.4}]"
86,"[{'6004': 5.0}, {'1555': 5.0}, {'8867': 5.0}, {'69227': 5.0}, {'154816': 5.0}, {'26540': 5.0}, {'49642': 5.0}, {'169288': 5.0}, {'131382': 5.0}, {'31148': 5.0}, {'68835': 5.0}, {'5465': 5.0}, {'8462': 5.0}, {'87279': 5.0}, {'32009': 5.0}]"
87,"[{'8867': 5.0}, {'2216': 5.0}, {'26761': 5.0}, {'3464': 5.0}, {'2673': 5.0}, {'50183': 5.0}, {'26096': 5.0}, {'82157': 5.0}, {'3242': 5.0}, {'96726': 5.0}, {'145028': 5.0}, {'32649': 5.0}, {'127200': 5.0}, {'69809': 5.0}, {'104321': 5.0}]"
88,"[{'189325': 3.57}, {'9019': 3.14}, {'145022': 3.06}, {'7343': 2.91}, {'985': 2.85}, {'1664': 2.84}, {'31038': 2.82}, {'114895': 2.79}, {'27217': 2.66}, {'147726': 2.65}, {'98065': 2.63}, {'84122': 2.61}, {'153756': 2.6}, {'35386': 2.57}, {'60880': 2.56}]"
89,"[{'7343': 3.7}, {'47117': 3.58}, {'143239': 3.54}, {'86057': 3.49}, {'98065': 3.43}, {'114873': 3.35}, {'49668': 3.32}, {'101893': 3.28}, {'142158': 3.25}, {'134041': 3.25}, {'136515': 3.23}, {'108797': 3.23}, {'165343': 3.22}, {'134867': 3.2}, {'132569': 3.17}]"
90,"[{'145022': 3.62}, {'189325': 3.49}, {'26761': 3.11}, {'136443': 3.02}, {'4538': 3.0}, {'97828': 2.99}, {'173535': 2.92}, {'84122': 2.9}, {'132569': 2.88}, {'71017': 2.88}, {'175165': 2.85}, {'145028': 2.82}, {'112066': 2.82}, {'165069': 2.78}, {'98697': 2.76}]"
91,"[{'5939': 5.0}, {'48167': 5.0}, {'115973': 5.0}, {'42740': 5.0}, {'44073': 5.0}, {'115921': 5.0}, {'67812': 5.0}, {'67957': 5.0}, {'7890': 5.0}, {'25901': 5.0}, {'61037': 5.0}, {'108056': 5.0}, {'170959': 5.0}, {'40752': 5.0}, {'89862': 5.0}]"
92,"[{'165343': 5.0}, {'145028': 5.0}, {'985': 5.0}, {'121135': 5.0}, {'7341': 5.22}, {'77841': 5.12}, {'135135': 5.11}, {'112903': 5.1}, {'1137': 4.99}, {'70992': 4.99}, {'91241': 4.95}, {'170939': 4.94}, {'111387': 4.86}, {'82591': 4.84}, {'76132': 4.82}]"
93,"[{'144448': 4.91}, {'108518': 4.39}, {'133869': 4.34}, {'26761': 4.03}, {'160988': 3.93}, {'6487': 3.89}, {'5868': 3.83}, {'42783': 3.81}, {'71203': 3.77}, {'170601': 3.76}, {'32862': 3.72}, {'142857': 3.68}, {'32385': 3.66}, {'189325': 3.64}, {'86541': 3.63}]"
94,"[{'143239': 4.74}, {'5727': 4.65}, {'26157': 4.61}, {'6342': 4.56}, {'3905': 4.52}, {'101893': 4.52}, {'60135': 4.48}, {'98065': 4.42}, {'34435': 4.38}, {'3335': 4.3}, {'51167': 4.23}, {'7697': 4.21}, {'61357': 4.13}, {'97395': 4.11}, {'1543': 4.06}]"
95,"[{'145022': 4.15}, {'189325': 3.96}, {'62206': 2.82}, {'79236': 2.82}, {'60880': 2.82}, {'114895': 2.65}, {'27093': 2.64}, {'92118': 2.61}, {'72899': 2.59}, {'98595': 2.59}, {'158832': 2.58}, {'136443': 2.56}, {'89632': 2.56}, {'89862': 2.56}, {'175217': 2.54}]"
96,"[{'31107': 3.75}, {'127154': 3.68}, {'128736': 3.68}, {'162726': 3.64}, {'84230': 3.59}, {'48660': 3.58}, {'188751': 3.57}, {'8421': 3.56}, {'185951': 3.47}, {'3625': 3.47}, {'71116': 3.42}, {'121374': 3.41}, {'96687': 3.39}, {'5842': 3.38}, {'5223': 3.34}]"
97,"[{'134109': 4.69}, {'26157': 4.66}, {'6342': 4.61}, {'133769': 4.58}, {'5727': 4.56}, {'34314': 4.38}, {'3905': 4.38}, {'60479': 4.37}, {'98065': 4.3}, {'146684': 4.28}, {'5798': 4.24}, {'169814': 4.23}, {'60135': 4.16}, {'34435': 4.15}, {'117312': 4.15}]"
98,"[{'110451': 5.18}, {'136445': 4.88}, {'27112': 4.82}, {'96687': 4.69}, {'26417': 4.61}, {'114895': 4.61}, {'90933': 4.6}, {'165635': 4.59}, {'9019': 4.58}, {'142450': 4.55}, {'84160': 4.5}, {'153756': 4.38}, {'47728': 4.37}, {'89961': 4.27}, {'90353': 4.24}]"
99,"[{'189325': 4.33}, {'145022': 3.69}, {'144448': 3.45}, {'108518': 3.13}, {'142857': 3.1}, {'142861': 3.1}, {'86541': 2.99}, {'60880': 2.96}, {'79236': 2.96}, {'62206': 2.96}, {'26761': 2.85}, {'86096': 2.79}, {'158322': 2.79}, {'160988': 2.77}, {'96520': 2.77}]"
100,"[{'189325': 3.67}, {'145022': 3.45}, {'60880': 2.85}, {'62206': 2.85}, {'79236': 2.85}, {'91970': 2.64}, {'27093': 2.61}, {'112907': 2.6}, {'142857': 2.56}, {'126046': 2.56}, {'175217': 2.56}, {'63226': 2.56}, {'80478': 2.56}, {'77344': 2.56}, {'107252': 2.55}]"
101,"[{'6563': 4.08}, {'166777': 4.01}, {'27513': 3.93}, {'27223': 3.69}, {'8922': 3.68}, {'89862': 3.59}, {'26222': 3.58}, {'503': 3.55}, {'25759': 3.55}, {'82157': 3.53}, {'8867': 3.52}, {'119565': 3.47}, {'93649': 3.45}, {'5024': 3.44}, {'7885': 3.43}]"
102,"[{'40752': 1.09}, {'119565': 0.97}, {'69075': 0.96}, {'27513': 0.95}, {'89862': 0.94}, {'2768': 0.92}, {'4556': 0.92}, {'127200': 0.89}, {'110380': 0.89}, {'145028': 0.88}, {'97324': 0.88}, {'189325': 0.87}, {'166777': 0.86}, {'31032': 0.86}, {'124476': 0.86}]"
103,"[{'189325': 4.77}, {'145022': 4.33}, {'61628': 3.91}, {'141826': 3.81}, {'6511': 3.74}, {'26761': 3.69}, {'79987': 3.67}, {'1555': 3.55}, {'31032': 3.53}, {'3229': 3.5}, {'4538': 3.46}, {'55106': 3.45}, {'68835': 3.41}, {'108518': 3.41}, {'142861': 3.4}]"
104,"[{'26157': 5.0}, {'54171': 5.24}, {'154941': 5.15}, {'136445': 5.1}, {'7343': 5.08}, {'46194': 4.88}, {'98065': 4.85}, {'167570': 4.75}, {'5624': 4.74}, {'5700': 4.61}, {'111783': 4.6}, {'2768': 4.58}, {'5180': 4.56}, {'26674': 4.55}, {'144448': 4.54}]"
105,"[{'138680': 3.92}, {'139636': 3.61}, {'109556': 3.51}, {'84230': 3.49}, {'27856': 3.45}, {'190741': 3.44}, {'117549': 3.43}, {'70229': 3.42}, {'89217': 3.32}, {'98065': 3.32}, {'123200': 3.31}, {'104631': 3.31}, {'92210': 3.31}, {'49642': 3.3}, {'48159': 3.29}]"
106,"[{'27658': 4.42}, {'27646': 4.38}, {'49225': 4.32}, {'132569': 4.11}, {'140769': 4.05}, {'170939': 4.03}, {'8823': 3.97}, {'162726': 3.7}, {'96634': 3.64}, {'173535': 3.64}, {'7343': 3.59}, {'65357': 3.58}, {'143237': 3.48}, {'8996': 3.48}, {'71116': 3.46}]"
107,"[{'143239': 5.12}, {'107368': 4.86}, {'61678': 4.86}, {'43289': 4.75}, {'5939': 4.73}, {'100157': 4.69}, {'1796': 4.69}, {'108797': 4.49}, {'58870': 4.47}, {'108879': 4.43}, {'89584': 4.41}, {'125918': 4.39}, {'4540': 4.33}, {'171631': 4.31}, {'147022': 4.3}]"
108,"[{'189325': 3.73}, {'145022': 3.5}, {'3242': 3.28}, {'136956': 3.19}, {'32352': 3.17}, {'142857': 3.15}, {'103022': 3.11}, {'142861': 3.1}, {'25966': 3.1}, {'32375': 3.09}, {'104321': 3.06}, {'76158': 3.06}, {'60356': 3.05}, {'106054': 3.04}, {'135290': 3.04}]"
109,"[{'121135': 5.0}, {'7885': 5.26}, {'170939': 5.09}, {'77841': 5.0}, {'145028': 4.93}, {'33410': 4.87}, {'7276': 4.83}, {'117543': 4.81}, {'55856': 4.81}, {'91490': 4.81}, {'6127': 4.8}, {'169682': 4.74}, {'7879': 4.73}, {'165343': 4.73}, {'6456': 4.69}]"
110,"[{'70229': 5.0}, {'84230': 5.0}, {'7890': 5.0}, {'140809': 5.0}, {'154941': 5.26}, {'172455': 5.04}, {'167964': 4.96}, {'48167': 4.95}, {'164983': 4.91}, {'77318': 4.87}, {'560': 4.84}, {'127192': 4.83}, {'102007': 4.82}, {'138680': 4.75}, {'8055': 4.74}]"
111,"[{'7343': 4.91}, {'149650': 4.27}, {'105343': 4.26}, {'6342': 4.2}, {'8238': 4.11}, {'47117': 4.04}, {'115973': 3.99}, {'5223': 3.94}, {'44421': 3.93}, {'61678': 3.93}, {'83506': 3.93}, {'78160': 3.91}, {'99143': 3.91}, {'120813': 3.88}, {'130510': 3.85}]"
112,"[{'102007': 5.0}, {'49225': 5.0}, {'127188': 5.0}, {'96009': 5.25}, {'192579': 5.18}, {'156783': 4.95}, {'136249': 4.89}, {'26096': 4.84}, {'143349': 4.69}, {'164163': 4.68}, {'174265': 4.55}, {'76738': 4.49}, {'52865': 4.44}, {'27646': 4.41}, {'175655': 4.38}]"
113,"[{'31032': 5.0}, {'33264': 5.0}, {'119565': 5.0}, {'69075': 5.0}, {'91821': 5.0}, {'89862': 5.0}, {'44073': 5.0}, {'96004': 5.0}, {'139195': 5.0}, {'8635': 5.0}, {'6843': 5.0}, {'3303': 5.0}, {'5798': 5.0}, {'169814': 5.0}, {'100882': 5.0}]"
114,"[{'189325': 4.0}, {'49668': 3.14}, {'6511': 2.93}, {'7928': 2.84}, {'53853': 2.82}, {'142857': 2.8}, {'151767': 2.77}, {'89139': 2.77}, {'84122': 2.76}, {'61628': 2.75}, {'114875': 2.67}, {'26835': 2.66}, {'171751': 2.66}, {'2768': 2.66}, {'173275': 2.65}]"
115,"[{'59832': 5.0}, {'170959': 5.29}, {'49225': 5.22}, {'158322': 5.18}, {'96634': 5.1}, {'144448': 4.98}, {'136443': 4.97}, {'70978': 4.96}, {'145022': 4.88}, {'133869': 4.87}, {'101262': 4.87}, {'143353': 4.85}, {'60475': 4.79}, {'133199': 4.78}, {'61398': 4.72}]"
116,"[{'189325': 3.58}, {'145022': 3.41}, {'5783': 2.77}, {'58870': 2.73}, {'98126': 2.73}, {'873': 2.71}, {'985': 2.66}, {'82591': 2.65}, {'67812': 2.64}, {'105364': 2.63}, {'49668': 2.62}, {'60880': 2.6}, {'79236': 2.6}, {'62206': 2.6}, {'142857': 2.56}]"
117,"[{'145022': 4.15}, {'189325': 3.9}, {'142857': 2.79}, {'26761': 2.7}, {'60880': 2.69}, {'79236': 2.69}, {'62206': 2.69}, {'4538': 2.66}, {'97828': 2.59}, {'114895': 2.55}, {'92118': 2.53}, {'158832': 2.51}, {'3229': 2.5}, {'27093': 2.49}, {'72899': 2.43}]"
118,"[{'985': 5.0}, {'77210': 5.0}, {'146244': 5.0}, {'96004': 5.0}, {'83457': 5.0}, {'5783': 5.0}, {'89862': 5.0}, {'31032': 5.0}, {'42385': 5.32}, {'140150': 5.22}, {'69075': 5.18}, {'7457': 5.17}, {'44073': 5.16}, {'86624': 5.09}, {'100882': 5.03}]"
119,"[{'189325': 3.75}, {'7885': 3.19}, {'145022': 3.17}, {'4935': 3.1}, {'62206': 3.09}, {'79236': 3.09}, {'60880': 3.09}, {'5783': 3.06}, {'27513': 3.04}, {'5086': 3.04}, {'89862': 3.03}, {'112907': 3.01}, {'985': 3.0}, {'42740': 2.99}, {'31038': 2.97}]"
120,"[{'42740': 2.97}, {'158322': 2.96}, {'189325': 2.92}, {'139106': 2.83}, {'51354': 2.81}, {'5842': 2.8}, {'174219': 2.8}, {'167532': 2.77}, {'45188': 2.74}, {'127192': 2.72}, {'2768': 2.72}, {'7885': 2.71}, {'119565': 2.7}, {'53022': 2.68}, {'76758': 2.68}]"
121,"[{'189325': 4.61}, {'26761': 4.06}, {'49668': 3.62}, {'6511': 3.47}, {'84122': 3.44}, {'145022': 3.34}, {'142857': 3.29}, {'53853': 3.25}, {'179285': 3.25}, {'7331': 3.17}, {'61628': 3.17}, {'26966': 3.13}, {'53592': 3.12}, {'98697': 3.06}, {'96004': 3.06}]"
122,"[{'26219': 3.97}, {'39410': 3.75}, {'167964': 3.65}, {'26117': 3.57}, {'34246': 3.56}, {'6866': 3.43}, {'190089': 3.36}, {'132358': 3.31}, {'5465': 3.3}, {'173427': 3.28}, {'111680': 3.27}, {'5767': 3.26}, {'86574': 3.26}, {'90933': 3.25}, {'5917': 3.21}]"
123,"[{'89862': 4.57}, {'119565': 3.8}, {'31894': 3.69}, {'7885': 3.58}, {'143353': 3.53}, {'8922': 3.49}, {'77293': 3.37}, {'157387': 3.34}, {'5484': 3.31}, {'56167': 3.25}, {'139106': 3.22}, {'82931': 3.13}, {'27667': 3.11}, {'4935': 3.11}, {'134109': 3.1}]"
124,"[{'145022': 4.91}, {'189325': 4.32}, {'118252': 3.29}, {'96687': 3.17}, {'873': 3.11}, {'142857': 3.09}, {'8421': 3.04}, {'133335': 3.0}, {'71027': 2.99}, {'140150': 2.95}, {'84160': 2.93}, {'58870': 2.88}, {'127154': 2.85}, {'98126': 2.85}, {'42385': 2.84}]"
125,"[{'173351': 4.59}, {'1555': 4.45}, {'189325': 4.28}, {'108518': 4.13}, {'77709': 4.13}, {'26966': 3.77}, {'109963': 3.74}, {'6511': 3.73}, {'83158': 3.69}, {'5037': 3.69}, {'145998': 3.66}, {'77910': 3.66}, {'9019': 3.65}, {'118334': 3.61}, {'5242': 3.6}]"
126,"[{'107117': 3.35}, {'96634': 3.11}, {'32811': 2.97}, {'411': 2.96}, {'162726': 2.94}, {'51167': 2.92}, {'134182': 2.9}, {'71027': 2.89}, {'65235': 2.84}, {'103208': 2.74}, {'144448': 2.72}, {'130618': 2.68}, {'6293': 2.68}, {'146684': 2.66}, {'46912': 2.66}]"
127,"[{'4668': 4.14}, {'145022': 3.88}, {'79987': 3.84}, {'42385': 3.8}, {'157106': 3.8}, {'1861': 3.72}, {'9019': 3.66}, {'189325': 3.56}, {'8257': 3.51}, {'132569': 3.5}, {'106906': 3.43}, {'130976': 3.35}, {'7490': 3.34}, {'3149': 3.29}, {'80181': 3.26}]"
128,"[{'39410': 4.11}, {'92122': 3.96}, {'5467': 3.94}, {'3609': 3.81}, {'25797': 3.75}, {'151769': 3.7}, {'65315': 3.64}, {'136588': 3.59}, {'61037': 3.58}, {'190089': 3.56}, {'5939': 3.56}, {'192579': 3.54}, {'1555': 3.53}, {'145384': 3.51}, {'47150': 3.49}]"
129,"[{'42740': 4.21}, {'5783': 4.19}, {'135625': 4.07}, {'48342': 4.01}, {'61037': 3.99}, {'26219': 3.98}, {'27320': 3.98}, {'84230': 3.97}, {'37957': 3.91}, {'6804': 3.9}, {'89862': 3.87}, {'25947': 3.85}, {'174487': 3.85}, {'106158': 3.84}, {'160209': 3.82}]"
130,"[{'49225': 3.52}, {'52865': 3.28}, {'27646': 3.21}, {'127192': 3.21}, {'167532': 3.12}, {'174265': 3.03}, {'27658': 2.99}, {'42740': 2.93}, {'174255': 2.93}, {'174353': 2.93}, {'174169': 2.93}, {'96009': 2.92}, {'171469': 2.91}, {'165397': 2.91}, {'74731': 2.88}]"
131,"[{'31032': 5.0}, {'7879': 5.0}, {'89862': 5.0}, {'55298': 5.0}, {'61264': 5.0}, {'5626': 5.0}, {'33410': 5.0}, {'7581': 5.0}, {'119565': 5.0}, {'31894': 5.0}, {'157106': 5.0}, {'133335': 5.0}, {'135216': 5.0}, {'77293': 5.0}, {'7457': 5.33}]"
132,"[{'145022': 4.25}, {'189325': 3.53}, {'79236': 2.64}, {'62206': 2.64}, {'60880': 2.64}, {'71027': 2.64}, {'173535': 2.62}, {'142857': 2.49}, {'4538': 2.48}, {'27093': 2.47}, {'190089': 2.46}, {'89632': 2.45}, {'145140': 2.44}, {'98595': 2.43}, {'192579': 2.43}]"
133,"[{'106906': 4.82}, {'145022': 4.75}, {'138952': 4.5}, {'189325': 4.39}, {'31032': 4.37}, {'154816': 4.37}, {'5982': 4.35}, {'172793': 4.27}, {'133335': 4.27}, {'55106': 4.26}, {'26080': 4.24}, {'87115': 4.16}, {'136588': 4.1}, {'65927': 4.04}, {'48389': 4.0}]"
134,"[{'189325': 4.01}, {'145022': 3.16}, {'142857': 2.92}, {'43289': 2.91}, {'142861': 2.88}, {'86096': 2.86}, {'5783': 2.82}, {'62206': 2.68}, {'60880': 2.68}, {'79236': 2.68}, {'71027': 2.67}, {'49668': 2.66}, {'27320': 2.66}, {'2591': 2.65}, {'98595': 2.64}]"
135,"[{'60135': 3.39}, {'7879': 2.98}, {'31032': 2.91}, {'82157': 2.89}, {'43897': 2.87}, {'133716': 2.86}, {'26736': 2.83}, {'97395': 2.82}, {'82591': 2.82}, {'111387': 2.8}, {'61357': 2.76}, {'55298': 2.76}, {'146684': 2.74}, {'119565': 2.74}, {'172009': 2.73}]"
136,"[{'189325': 4.23}, {'142857': 3.57}, {'145022': 3.47}, {'43289': 3.3}, {'58870': 3.29}, {'49668': 3.12}, {'86096': 3.1}, {'40752': 2.98}, {'71027': 2.92}, {'142861': 2.92}, {'89584': 2.91}, {'151767': 2.9}, {'32811': 2.89}, {'5939': 2.87}, {'60880': 2.83}]"
137,"[{'145022': 4.6}, {'70978': 3.28}, {'39244': 3.25}, {'189325': 3.11}, {'27217': 3.11}, {'76085': 3.08}, {'173535': 3.02}, {'31894': 2.99}, {'74148': 2.97}, {'114895': 2.95}, {'7341': 2.87}, {'6843': 2.86}, {'70992': 2.84}, {'115437': 2.8}, {'89632': 2.78}]"
138,"[{'145022': 3.6}, {'189325': 3.19}, {'31107': 2.7}, {'135979': 2.7}, {'62206': 2.66}, {'60880': 2.66}, {'79236': 2.66}, {'182993': 2.6}, {'146684': 2.6}, {'6342': 2.59}, {'146360': 2.59}, {'72899': 2.58}, {'92498': 2.56}, {'185951': 2.56}, {'92118': 2.51}]"
139,"[{'144448': 4.61}, {'26157': 4.15}, {'107117': 3.62}, {'158322': 3.56}, {'26674': 3.5}, {'2768': 3.41}, {'26761': 3.36}, {'4260': 3.35}, {'54171': 3.33}, {'160988': 3.28}, {'174219': 3.28}, {'117909': 3.25}, {'5727': 3.24}, {'49225': 3.22}, {'59832': 3.19}]"
140,"[{'4739': 2.99}, {'96009': 2.68}, {'59832': 2.67}, {'135290': 2.59}, {'110858': 2.49}, {'179285': 2.43}, {'4137': 2.41}, {'8867': 2.31}, {'32009': 2.31}, {'175655': 2.3}, {'3242': 2.26}, {'164163': 2.25}, {'132652': 2.24}, {'144448': 2.22}, {'55492': 2.17}]"
141,"[{'9019': 4.93}, {'33264': 4.17}, {'153756': 4.13}, {'1664': 3.89}, {'79994': 3.84}, {'27856': 3.84}, {'89961': 3.82}, {'31038': 3.82}, {'40342': 3.79}, {'98065': 3.77}, {'871': 3.68}, {'8398': 3.68}, {'70992': 3.68}, {'132569': 3.66}, {'27217': 3.64}]"
142,"[{'145022': 4.39}, {'189325': 3.66}, {'132569': 3.5}, {'136445': 3.49}, {'6933': 3.45}, {'133769': 3.44}, {'7343': 3.41}, {'96634': 3.4}, {'173535': 3.37}, {'98697': 3.34}, {'46194': 3.33}, {'1905': 3.28}, {'26761': 3.26}, {'165635': 3.23}, {'114895': 3.16}]"
143,"[{'189325': 4.21}, {'158322': 3.88}, {'144448': 3.88}, {'136443': 3.81}, {'86541': 3.76}, {'59295': 3.71}, {'78111': 3.69}, {'114895': 3.54}, {'145022': 3.4}, {'5842': 3.25}, {'3625': 3.24}, {'133869': 3.23}, {'5700': 3.22}, {'109853': 3.15}, {'8878': 3.1}]"
144,"[{'145022': 4.95}, {'136956': 4.86}, {'2216': 4.65}, {'156783': 4.36}, {'179285': 4.33}, {'165069': 3.89}, {'26593': 3.85}, {'4538': 3.82}, {'32352': 3.78}, {'8867': 3.78}, {'52170': 3.77}, {'26803': 3.75}, {'189325': 3.74}, {'7388': 3.65}, {'30721': 3.65}]"
145,"[{'4739': 3.82}, {'189325': 3.82}, {'96009': 3.43}, {'135290': 3.33}, {'76158': 3.23}, {'173735': 3.16}, {'7928': 3.1}, {'98595': 3.09}, {'49225': 3.08}, {'153758': 3.07}, {'32375': 3.02}, {'145022': 3.02}, {'174219': 3.01}, {'4137': 2.98}, {'145994': 2.95}]"
146,"[{'144448': 5.0}, {'158322': 5.0}, {'26157': 5.0}, {'5700': 5.0}, {'26080': 5.0}, {'59295': 5.0}, {'8892': 5.0}, {'5656': 5.0}, {'160988': 5.0}, {'38881': 5.0}, {'26674': 5.0}, {'26914': 5.0}, {'4180': 5.0}, {'77731': 5.0}, {'4434': 5.0}]"
147,"[{'145022': 3.94}, {'192579': 3.09}, {'5939': 2.82}, {'3609': 2.71}, {'189325': 2.67}, {'98126': 2.66}, {'140150': 2.6}, {'60389': 2.58}, {'168910': 2.58}, {'58870': 2.56}, {'1555': 2.53}, {'142857': 2.52}, {'105364': 2.5}, {'30721': 2.46}, {'91707': 2.45}]"
148,"[{'145022': 5.08}, {'189325': 4.03}, {'173535': 3.35}, {'145994': 3.2}, {'136443': 3.11}, {'170024': 2.88}, {'173351': 2.85}, {'105364': 2.83}, {'112066': 2.79}, {'26314': 2.75}, {'4668': 2.74}, {'172583': 2.73}, {'171749': 2.72}, {'84122': 2.72}, {'140150': 2.7}]"
149,"[{'189325': 5.17}, {'145022': 4.48}, {'108518': 4.32}, {'1555': 4.23}, {'6511': 3.96}, {'3229': 3.95}, {'173351': 3.87}, {'5037': 3.81}, {'2591': 3.78}, {'142861': 3.63}, {'26141': 3.58}, {'71203': 3.58}, {'6004': 3.54}, {'8986': 3.54}, {'33264': 3.43}]"
150,"[{'4302': 4.94}, {'3229': 4.75}, {'30747': 4.72}, {'5798': 4.03}, {'26219': 3.92}, {'93193': 3.81}, {'61264': 3.78}, {'34314': 3.72}, {'61937': 3.66}, {'33832': 3.63}, {'146684': 3.62}, {'6843': 3.59}, {'3905': 3.59}, {'85334': 3.52}, {'115965': 3.51}]"
151,"[{'4302': 5.0}, {'61264': 5.0}, {'33832': 4.96}, {'77841': 4.69}, {'55298': 4.58}, {'31894': 4.53}, {'146684': 4.4}, {'26219': 4.38}, {'34314': 4.33}, {'170939': 4.32}, {'33410': 4.3}, {'60135': 4.19}, {'117312': 4.16}, {'6073': 4.16}, {'43269': 4.16}]"
152,"[{'189325': 4.02}, {'144448': 3.74}, {'114895': 3.39}, {'38881': 3.36}, {'26914': 3.35}, {'31032': 3.33}, {'142861': 3.28}, {'158322': 3.26}, {'78162': 3.19}, {'5982': 3.17}, {'51167': 3.14}, {'6119': 3.12}, {'27679': 3.12}, {'5700': 3.09}, {'97779': 3.02}]"
153,"[{'145022': 5.0}, {'189325': 4.59}, {'114895': 3.95}, {'3229': 3.55}, {'114888': 3.52}, {'96634': 3.45}, {'81445': 3.32}, {'144448': 3.32}, {'68612': 3.3}, {'54171': 3.29}, {'46194': 3.28}, {'83506': 3.27}, {'70978': 3.23}, {'27447': 3.21}, {'1026': 3.2}]"
154,"[{'189325': 3.86}, {'31032': 3.51}, {'133335': 3.43}, {'145022': 3.37}, {'5982': 3.33}, {'151769': 3.31}, {'142857': 3.27}, {'58870': 3.26}, {'152067': 3.24}, {'7879': 3.24}, {'26736': 3.21}, {'27320': 3.19}, {'82591': 3.17}, {'42385': 3.17}, {'5783': 3.17}]"
155,"[{'26761': 3.85}, {'145022': 3.84}, {'42783': 3.71}, {'70978': 3.63}, {'165969': 3.38}, {'156783': 3.37}, {'189325': 3.36}, {'103022': 3.32}, {'192579': 3.31}, {'133869': 3.3}, {'170601': 3.29}, {'49225': 3.24}, {'44421': 3.22}, {'144448': 3.2}, {'27513': 3.17}]"
156,"[{'3229': 5.38}, {'108518': 5.05}, {'27738': 4.85}, {'6511': 4.62}, {'26141': 4.21}, {'144448': 4.2}, {'1555': 4.19}, {'8933': 4.14}, {'86728': 4.11}, {'73824': 4.02}, {'1795': 4.01}, {'93193': 3.94}, {'9013': 3.93}, {'189325': 3.9}, {'96520': 3.89}]"
157,"[{'144448': 4.13}, {'2768': 4.12}, {'26674': 3.71}, {'4260': 3.71}, {'26761': 3.7}, {'26157': 3.61}, {'189325': 3.48}, {'114873': 3.47}, {'160988': 3.45}, {'107117': 3.43}, {'167570': 3.42}, {'98697': 3.38}, {'158322': 3.33}, {'174219': 3.31}, {'91035': 3.28}]"
158,"[{'189325': 4.51}, {'142857': 3.73}, {'32811': 3.43}, {'51167': 3.38}, {'145022': 3.27}, {'144448': 3.25}, {'7697': 3.18}, {'26674': 3.18}, {'108518': 3.16}, {'2768': 3.16}, {'5842': 3.15}, {'142861': 3.12}, {'43289': 3.08}, {'151781': 3.07}, {'160988': 3.07}]"
159,"[{'27320': 4.57}, {'89584': 4.48}, {'43289': 4.2}, {'67812': 4.19}, {'143239': 4.16}, {'101893': 4.01}, {'58870': 3.97}, {'106158': 3.96}, {'164983': 3.93}, {'52865': 3.87}, {'112655': 3.86}, {'1796': 3.86}, {'5939': 3.84}, {'151769': 3.84}, {'61037': 3.83}]"
160,"[{'145022': 4.18}, {'189325': 3.93}, {'142857': 3.32}, {'60880': 2.99}, {'79236': 2.99}, {'62206': 2.99}, {'71027': 2.88}, {'4538': 2.85}, {'76158': 2.8}, {'192579': 2.8}, {'27093': 2.75}, {'158832': 2.71}, {'91970': 2.7}, {'63226': 2.69}, {'175217': 2.69}]"
161,"[{'26157': 5.0}, {'100157': 5.37}, {'27841': 5.35}, {'5700': 5.1}, {'171631': 4.98}, {'61678': 4.97}, {'136459': 4.95}, {'5868': 4.76}, {'116217': 4.74}, {'107117': 4.73}, {'96069': 4.64}, {'59295': 4.64}, {'44241': 4.63}, {'26479': 4.56}, {'154941': 4.52}]"
162,"[{'26761': 5.0}, {'7174': 5.0}, {'4739': 5.0}, {'114873': 5.0}, {'108518': 5.0}, {'72784': 5.0}, {'7168': 5.0}, {'4260': 5.0}, {'69809': 5.39}, {'2768': 5.27}, {'26674': 5.15}, {'96009': 5.11}, {'144448': 5.1}, {'179285': 5.08}, {'47525': 5.08}]"
